project_ending,rating,text,sentiment
Completed,,"Terimakasih untuk kerjasamanya, semoga bisa bekerjasama kembali untuk project selanjutnya",1
Completed,,,1
Completed,,terimakasih dengan hasil projects yg memuaskan...,1
Completed,,"Terimaksih kerjasamanya mbk, pekerjaan sangat cepat semoga bisa bekerjasama kembali",1
Completed,,,1
Completed,,Terima kasih,1
Self Mediation,,,1
Completed,,Auto-rated by system.,0
Completed,,ok good works,1
Completed,,Sangat profesional dan hasil tulisan yang berkualitas. Di rekomendasi kan..,1
Completed,,terima kasih kerjasamanya,1
Completed,,"Terimakasih untuk kerjasamanya, semoga bisa bekerjasama di project selanjutnya",1
Completed,,"Sip sip kak, terimakasih",1
Completed,,terima kasih banyak ya,1
Completed,,Pekerjaan telah diterima dengan baik,1
Completed,,Terimakasih kak,1
Completed,,"Terimakasih untuk kerjasamanya, semoga bisa bekerjasama kembali",1
Completed,,"Gaya penulisan sedikit perlu diperbaiki untuk artikel 500 kata, next harus dibuat sistem Intro Konten dan End dalam sebuah artikel, dimana pada Intro anda menjelaskan seputar topik, sebelum masuk ke konten. Lalu dibagian End, memberikan insight dari pandangan anda. Semua harus dibuat compact dalam artikel 500 kata.",1
Completed,,,1
Completed,,Terima kasih,1
Self Mediation,,,1
Completed,,Auto-rated by system.,0
Completed,,awesome work,1
Completed,,"Pekerjaan selesai tepat waktu, terimakasih untuk kerjasamanya,,",1
Completed,,"Terima kasih atas hasil penulisannya, semoga bisa bekerja sama lagi.",1
Completed,,thanks sudah diselesaikan :),0
Completed,,"Sempat bikin panik juga karena ilang (ternyata sakit huhu GWS mba!) tapi akhirnya tugas selesai juga dalam deadline dan keadaan yang sempit hehe dan hasilnya bagus banget detail kok. Thank you Shara for the second project, you're great! Keep up the good work!",1
Completed,,kerja bagus,1
Completed,,"Mohon dalam artikel jangan telalu monoton sudut pandang bahasannya. Mohon lebih variatif agar lebih dinamis dan pembacar bisa mendapatkan nilai tambah dari artikel tersebut.  Tantangan penulis jika artikel banyak sering kali pengulangan sudut pandang, sehingga variasinya perlu ditingkatkan",1
Completed,,"Terimakasih untuk kerjasamanya, semoga bisa bekerjasama kembali",1
Completed,,"Dear Shara,",1
Completed,,"terimakasih untuk projectnya, semoga bisa bekerjasama kembali",1
Completed,,,1
Completed,,Terima kasih,1
Self Mediation,,,1
Completed,,Auto-rated by system.,0
Completed,,Pekerjaan sudah selesai. Worker Komunikatif dan sangat bertanggung jawab pada komitmen dan pekerjaan. Terima Kasih Mba Shara.InsyaAllah kita lanjut terus ya,1
Completed,,"Terima kasih kak, semoga bisa kerja sama lagi :)",1
Completed,,terimakasih untuk kerjasamanya,1
Completed,,terima kasih ya,1
Completed,,"pekerjaan selesai tepat waktu, hasil pekerjaan bagus dan sesuai dengan harapan, worker juga komunikatif dan tidak segan untuk bertanya serta cepat memahami maksud kami. pemahaman riset terhadap hal hal baru dari worker cukup baik, walaupun topik yang diminta merupakan hal yg baru. terimakasih semoga sukses selalu.",1
Completed,,terima kasih telah menyelesaikan project dengan baik dan ccepat,1
Completed,,"Terimakasih untuk kerjasamanya, semoga bisa bekerjasama kembali",1
Completed,,artikelnya masih banyak perbaikan :,0
Completed,,"pekerjaan selesai tepat waktu, semoga bisa bekerjasama kembali",1
Completed,,"bintang 5 buat mba nya, good work and recomended worker",1
Completed,,,1
Completed,,Terima kasih,1
Self Mediation,,,1
Completed,,Auto-rated by system.,0
Completed,,project selesai tepat waktu,1
Completed,,"Thank you kakak, semoga bisa bekerja sama lagi :)",1
Arbitrated,,Tim Arbitrator sudah memberikan keputusan berdasarkan fakta-fakta yang tercatat di sistem kami. Adapun keputusan yang diambil adalah sebagai berikut:,0
Completed,,"pekerjaan selesai, semoga bisa bekerjasama kembali..",1
Completed,,"makasih mba, kerjaannya rapi dan makasih udah sabar banget,",1
Completed,,Terima kasih untuk artikelnya. Keep improving! :),1
Completed,,,1
Completed,,"Pekerjaan selesai dengan cepat, terimakasih untuk kerjasamanya mbk..semoga bisa bekerjasama kembali",1
Completed,,"Terimakasih untuk kerjasamanya, semoga bisa bekerjasama lagi untuk project selanjutnya",1
Completed,,,1
Completed,,Terima kasih,1
Self Mediation,,,1
Completed,,Auto-rated by system.,0
Self Mediation,,,1
Completed,,*5 Bintang: Pengalaman Luar Biasa!*,0
Completed,,"sepertinya saya gak salah Kerjasama sama mas Indra. kerjaannya oke bangett top top, padahal intruksi dari saya minimalis banget, UX/UI rapi. Respon sangat kooperatif.",1
Completed,,"Ngebut, Cepat, Ramah kalo ada case react yg mepet, abang ini bisa di percayaaaaaaa..... :TOP:",1
Completed,,Auto-rated by system.,0
Completed,,seo dan maintenance,0
Self Mediation,,,1
Completed,,,1
Completed,,hasil kerja memuaskan,1
Completed,,Hasil pekerjaan dari mas Indra saya terima dengan baik.,1
Completed,,,1
Self Mediation,,,1
Completed,,"bagus, mau mengikuti arahan dan menerima masukan, makasih ya gan",1
Completed,,Good worker and nice attitude and also support,1
Completed,,Auto-rated by system.,0
Completed,,"Good attitude, good respond overall is good.",1
Self Mediation,,,1
Completed,,"Insoft Developers mengerjakan project ini dengan penuh tanggung jawab, sampai selesai.",0
Completed,,"sangat mudah diajak untuk komunikasi , dan hasil yang dikerjakan juga sangat memuaskan a",1
Completed,,Auto-rated by system.,0
Completed,,"good job, rekomendasi banget",1
Completed,,,1
Completed,,,1
Completed,,"mantapppp, bagus, baik dan lancar. Semoga lancar dan berkah kerjaan nya. dan berjalan trus aplikasi. jangan dimatikan dulu hostingnya. nice",1
Completed,,saya senang denan worker ini pekerjaan tuntas dan beres,1
Completed,,ini partner yang tepat buat gue. andalanwill work with you bro,1
Completed,,Penyelesaian sesuai permintaan,1
Self Mediation,,,1
Completed,,sukses ya mas,1
Completed,,project berjalan lancar walaupun waktu sedikit lama,2
Completed,,"bagus mas, cepat dan tepat kerjanya",1
Completed,,"bagus kerjanya , cepat dan komunikasi baik",1
Completed,,"terima kasih mas, kerjanya luar biasa",1
Completed,,"mantap bg, sangat membantu.",1
Self Mediation,,,1
Self Mediation,,,1
Completed,,"bolehlaahhh, masih eror di datasetnya",0
Completed,,Terimakasih mba,1
Completed,,Terima kasih,1
Completed,,"great work, hopefully will work again in future.",1
Completed,,Terima kasih untuk pekerjaannya.,1
Completed,,Auto-rated by system.,0
Completed,,Auto-rated by system.,0
Completed,,,1
Completed,,,1
Completed,,,1
Completed,,,1
Completed,,,1
Completed,,,1
Completed,,,1
Completed,,,1
Completed,,,1
Completed,,,1
Completed,,"Terima kasih mbak Fris. Mampu menyelesaikan orderan dalam jumlah banyak, walaupun deadline rada lewat, overall hasil tulisan bagus dan sesuai instruksi.",1
Completed,,"Kualitas kerja bagus, komunikasi lancar dan tepat waktu.",1
Completed,,excellent jobs with a great results. thank you,0
Completed,,Auto-rated by system.,0
Completed,,"good job, hasil kerja sesuai instruksi",1
Completed,,"Hasil selalu memuaskan, kerja juga cepat dan sesuai target.",1
Completed,,"Rating dan jam terbang memang gak bohong, hasil tulisan memuaskan.",0
Completed,,Terimakasih mbak,1
Completed,,"Terimakasih ya mbak, lanjut ke project berikutnya ya.",1
Completed,,"good work, good job!",1
Completed,,Auto-rated by system.,0
Completed,,"Workers complete their work well, workers complete their work well.",1
Completed,,Auto-rated by system.,0
Completed,,,1
Completed,,Good work,1
Completed,,Thanks atas bantuan,1
Completed,,Hasilnya selalu sangat memuaskan dan cekatan. Komunikasi juga lancar.,1
Completed,,Auto-rated by system.,0
Completed,,"Kerjanya cepat, berkualitas dan profesional.Komunikasi juga selalu terjaga dan revisi dikerjakan dengan baik.",1
Completed,,Auto-rated by system.,0
Completed,,thanks kak,1
Completed,,"Thank you, pekerjaannya bagus dan cepat.",1
Completed,,Enak diajak komunikasi,0
Completed,,Selalu puas bekerja sama dengan Mbak. Terima kasih.,1
Completed,,terima kasih. lain kali tapi tolong dibuat kalimat kalimatnya lebih pendek2 dan sederhana ya.,0
Completed,,Auto-rated by system.,0
Completed,,Auto-rated by system.,0
Completed,,"Luar biasa! Sangat profesional, kualitas kerja bagus dan relatif cepat. Komunikasi juga selalu lancar!",1
Completed,,Writer mengerjakan hasil cukup baik dan mau merevisi hasil tulisan sesuai dengan yang kami mau.,1
Completed,,Auto-rated by system.,0
Completed,,"Kerjanya cepat, komunikasi lancar dan mau revisi sesuai kebutuhan.",1
Completed,,komunikatif dan membantu. terima kasih,1
Completed,,Auto-rated by system.,0
Completed,,Ok bagus hasil artikelnya.,1
Completed,,Ok Good work Friska,1
Completed,,Auto-rated by system.,0
Completed,,Pekerjaannya bagus,1
Completed,,,1
Self Mediation,,,1
Completed,,Pekerjaannya lebih cepat dari deadline. Dan hasilnya memuaskan.,1
Completed,,Pengerjaan cepat. Cukup ditingkatkan kemampuannya!,1
Completed,,Auto-rated by system.,0
Completed,,"pengerjaan tepat waktu, hasilnya sesuai dengan apa yang saya harapkan.",0
Completed,,Auto-rated by system.,0
Completed,,makasihhhhhhhhhhhh,1
Completed,,Auto-rated by system.,0
Completed,,Kerja cepat. Komunikasi baik. Kualitas terjamin.,1
Completed,,Terima kasih. Penulis yang handal dan bisa dipercaya.,1
Completed,,Auto-rated by system.,0
Completed,,Rank worker tidak mencerminkan hasil tulisan (sama kaya penulis lepas lainnya),0
Completed,,"Komunikasi lancar, hasil kerja bagus dan tepat waktu!",1
Completed,,Auto-rated by system.,0
Completed,,"Artikelnya bagus, kerjanya cepat, komunikasi lancar.",1
Completed,,Auto-rated by system.,0
Completed,,"Kerjanya cepat, kualitasnya bagus, komunikasi lancar!",1
Completed,,,1
Completed,,Auto-rated by system.,0
Completed,,Worker disiplin dan komitmen dalam mengerjakan project.,1
Completed,,Auto-rated by system.,0
Completed,,Hasil kerja berkualitas tinggi dan sesuai timeline yang ditentukan. Bagus untuk kolaborasi jangka panjang!,1
Completed,,Bagus hasil kerjanya dan tepat waktu delivery-nya.,1
Completed,,"Kualitas pekerjaan bagus, delivery-nya cepat sesuai dengan timeline.",0
Completed,,"Nice Job, Thank You",1
Completed,,Auto-rated by system.,0
Completed,,Good. Nanti saya langganan lagi.,0
Completed,,Job done. Good job.,1
Completed,,Terima kasih. Nice job A+++,1
Completed,,sudah bagus dan sesuai...,1
Completed,,Nice job. Good writer. Recommended. A++,1
Completed,,Selalu bagus dan komunikatif,1
Completed,,,1
Completed,,"Terimakasih banyak friska, senang bisa bekerjasama keep up the good work ya!",1
Completed,,Terima kasih banyak atas bantuannya Mbak Friska :),1
Completed,,Tulisan bagus. Pengerjaan cepat.,1
Completed,,Good Job Friska terimakasih banyak sudah bekerjasama dengan baik semoga bisa terus bekerjasama ya,1
Completed,,Good jobb 👍👍,1
Completed,,"Good job Friska, senang bisa bekerjasama selalu puas degan hasil kerjanya keep up the good work ya!",1
Completed,,Puas sama kerjaannya mbak Friska,1
Completed,,"Godd job Friska terimakasih banyak telah membantu meringankan pekerjaan saya, senang bisa bekerja sama semoga bisa terus bekerjasama ya!",1
Self Mediation,,,1
Completed,,,1
Completed,,Sudah sesuai dan bagus...Terima kasih Friska...,1
Self Mediation,,,1
Completed,,"Good Job Friska terimakaish sudah bekerjasama dengan baik, semoga bisa bekerjasama kembali ya!",1
Completed,,,1
Completed,,"Good job Friska, terimakasih sudah bekerjasama dengan baik semoga bisa bekerjasama kembali yaa",1
Completed,,"Good job Friska senang bisa bekerja sama, semoga bisa bekerjasama kembali ya",1
Completed,,"terima kasih, semoga bisa bekerja sama kembali!",1
Completed,,Good Job Friska terimakasih atas kerjasamanya semoga bisa bekerjasama kembali ya,1
Completed,,Good______,1
Completed,,"Makasih, isi artikel bagus.",1
Completed,,"Good Job Friska, terimakasih banyak ya keep up the good work",1
Completed,,oh that's sad. i hope we meet for the future project. and thank you so much for helping me here,1
Completed,,terima kasih bisa bekerja sama kembali!,1
Completed,,Good job friska terimakasih banyak sudah bekerjasama dengan baik keep up the good work ya!,1
Completed,,"Good job Friska, senang bisa bekerjasama selalu puas dengan hasil kerjanya keep up the good work ya!",1
Completed,,"terima kasih, semoga bisa bekerja sama kembali!",1
Completed,,"terima kasih, semoga bisa gabung di projek selanjutnya",0
Completed,,"Pembahasan artikel bagus, begitu juga untuk SEO.",0
Completed,,"Terimakasih banyak Friska atas kerjasamanya selalu puas dengan hasil kerjanya, semoga kita bisa terus bekerjasama ya!",1
Completed,,Good job Friska keep up the good work ya!,1
Completed,,"terima kasih kak, semoga bisa bekerja sama kembali!",1
Completed,,"Good job Friska, terimakasih sudah bekerjasama dengan baik semoga bisa terus bekerjasama ya",1
Completed,,"Okesip, mbak Friska",1
Completed,,,1
Completed,,Terimakasih banyak Friska semoga bisa bekerjasama lagi ya,1
Completed,,terima kasih kak friska,1
Completed,,terimakasih mba,1
Completed,,thankyouuuuuu,1
Completed,,,1
Completed,,thankyouuuuuuu,1
Completed,,terima kasih kak,1
Completed,,"Excellent Friska, terimakasih banyak ya semoga bisa terus bekerjasama",1
Completed,,thanks a lot kak,1
Completed,,Tulisan bagus dan cepat.,1
Completed,,thankyouuuuuuuu,1
Completed,,Nice Job!!! Definetely will Works with you again soon :),1
Completed,,bagussssss,1
Completed,,"Good Job Friska, sangat membantu dan menyelsaikan tanggung jawabnya dengan sangat baik , semoga bisa terus bekerjasama ya!",1
Completed,,Terimakasih mba,1
Completed,,,1
Completed,,terimakasih..,1
Completed,,terimakasih,1
Completed,,terima kasih kak friska,1
Completed,,"Good Job Friska, terimakasih banyak telah membantu mengerjakan pekerjaan saya semoga kita bisa terus bekerjasama ya",1
Completed,,Terimakasih banyak friska semoga kita bisa terus bekerjasama ya keep up the good work!,1
Completed,,terimakasih,1
Completed,,thanks a lot,1
Completed,,Terimakasih banyak Friska atas kerjasamanya selalu puas dengan hasil kerjanya,1
Completed,,Kualitas terjemahan menurun.,0
Completed,,terima kasih kak,1
Completed,,Excellent! Terimakasih banyak Friska senang bisa bekerjasama selalu puas dengan hasil kerjanya,1
Completed,,Terimakasih,1
Completed,,Good job Friska terimakasih banyak,1
Completed,,terima kasih banyak,1
Completed,,Excellent Friska! terimakasih sudah membantu meringankan pekerjaan saya selalu puas dengan hasil kerjanya semoga bisa bekerjasama lagi ya,1
Completed,,terima kasih mba friska,1
Completed,,Terimakasih mba,1
Completed,,Terimakasih,1
Completed,,Terimakasih banyak friska selalu puas dengan hasil kerjanya semoga bisa bekerjasama lagi,1
Completed,,Terimakasih,1
Completed,,Tulisan bagus. Bisa diandalkan.,1
Completed,,terima kasih mba friska,1
Completed,,Terimakasih,1
Completed,,ya terima kasih banyak ya,1
Completed,,"Makasih banyak ya friska selalu puas dengan hasil kerjanya, semoga bisa terus bekerjasama ya",1
Completed,,Terimakasih.,1
Completed,,"Terima kasih friska, saya puas dengan hasilnya",1
Completed,,Terima kasih Friska,1
Completed,,Makasih kak Friska. Setelah ini saya order lagi.,0
Completed,,Selalu puas dengan hasil kerja Friska good job!,1
Completed,,terima kasih mba friska,1
Completed,,Terimakasih.,1
Completed,,"Makasih banyak ya mbak friska selalu puas dengan hasil kerjanya, semoga bisa terus bekerjasama ya :)",1
Completed,,Terimakasih.,1
Completed,,Terimakasih.,1
Completed,,ok sudah terima semuanya.,1
Completed,,Terimakasih mba,1
Completed,,Terimakasih.,1
Completed,,"Excellent, keep the good work ya!",1
Completed,,"thanks a lot, write better",1
Completed,,"Mantab, Nice Article.. i will definetely Hire you again on my next project :)",1
Completed,,"Excellent, selalu puas dengan hasil kerja friska, keep up the good work ya!",1
Completed,,thankyou mba friska,1
Completed,,puas banget makasih...,1
Completed,,Pekerjaan selesai,1
Completed,,Ok sudah diterima semua hasil terjemahannya.,0
Completed,,Terima Kasih Friska :),1
Completed,,thank you Friska :),0
Completed,,be more creative!,2
Completed,,terima kasih friska,1
Completed,,thankyouuu,1
Completed,,Auto-rated by system.,0
Completed,,Terimakasih mba,1
Completed,,thankyouuu,1
Completed,,Terima kasih banyak atas bantuannya Friska,1
Completed,,Penulis terbuka untuk edukasi di bidang usaha kami.,1
Completed,,Thank youu,1
Completed,,Excellent!! selalu puas dengan hasil kerjanya keep up the godwork!,1
Completed,,Excellent friska selalu puas dengan hasilnya keep up the good work yaa! semoga bisa terus bekerjasama,1
Completed,,good job friska keep up the good work!,1
Completed,,,1
Completed,,Terima Kasih,1
Completed,,Terimakasih :),1
Completed,,terimakasih friska..,1
Completed,,"Worker bekerja profesional, kualitas baik dan tepat waktu. Overal puas, thanks",1
Completed,,Terimakasih.,1
Completed,,sedikit lagi biar perfect ya,1
Completed,,Pekerjaan selesai,1
Completed,,"Terimakasih banyak friska, selalu puas dengan hasil kerjanya semoga kita bisa terus bekerja sama ya",1
Completed,,Terimakasih.,1
Completed,,Artikelnya lumayan baik.,0
Completed,,"Nice Job, Maaf Saya kira sudah saya Release iuntuk pembayarannya :(, seklai lagi maaf mbak",2
Completed,,Auto-rated by system.,0
Completed,,Senang bekerja sma dengan Anda.,0
Completed,,"Sangat puas, thank you!",1
Completed,,,1
Completed,,Terimakasih Friska,1
Completed,,Terimakasih.,1
Completed,,thanks friska..,1
Completed,,"Terimakasih banyak friska atas kerjasamanya, selalu puas dengan hasil kerjanya semoga kita bisa terus bekerjasama yaa",1
Completed,,Terimakasih banyak friska sudah bekerjasama dengan baik semoga kita bisa bekerjasama lagi ya,1
Completed,,terima kasih ya,1
Completed,,Pekerjaan selesai,1
Completed,,Terimakasih.,1
Completed,,Terimakasih mba,1
Completed,,Thanks for great work good joob.,1
Completed,,"Buat yang butuh copywriter cepat, ini dia orangnya.",0
Completed,,Lebih ditingkatkan lagi teknis dan kemahiran penulisan artikel SEO.,2
Completed,,Terimakasih mba,1
Completed,,Terimakasih sudah bekerjasama dengan baik friska semoga kita bisa terus bekerjasama ya!,1
Completed,,dikerjakan sesuai permintaan,1
Completed,,thankyou worker,1
Completed,,"Penulisa snagat profesional, saya pesan artikel model sangat panjang (2000++ kata) di selesaikan dengan baik & tepat waktu. Sangat puas dengan hasil kerjaanya.",1
Completed,,"Tulisannya bagus, enak di baca, sesuai harapan lahh. Yang paling penting adalah pengerjaanya sangat cepat. Aku kira selesainya 5-6 hari, ini baru 2 hari udah selesai.",1
Completed,,"good, terima kasih",1
Completed,,Terimakasih mba,1
Completed,,Terimakasih mba,1
Completed,,Terimakasih mba,1
Completed,,,1
Completed,,"accepted, thanks",1
Completed,,"dear friska,",1
Completed,,Pekerjaan selesai,1
Completed,,"thankyou, good worker",1
Completed,,Terimakasih mba,1
Completed,,be better ya kak,1
Completed,,Worker Pilihan Jika Anda Membutuhkan Copywriting Untuk Jasa / Produk Anda :),0
Completed,,Terimakasih Mbak Friska :),1
Completed,,"thank you, good job",1
Completed,,Good job ... Tq,1
Completed,,"good job, good worker",1
Completed,,"Thanks a lot Friska, semoga bisa bekerjasama kembali yaa keep the good work!",1
Completed,,Terimakasih banyak friska keep the good work!,1
Completed,,Good Job Friska! Keep up the good work!,1
Completed,,"Good Job, semoga terus bisa bekerjasama dengan baik ya thanks a lot!",1
Completed,,Pekerjaan selesai,1
Completed,,"pretty good, thanks",1
Completed,,Excellent! selalu puas dengan hasil yang dikerjakan friska keep the good work! semoga bisa terus bekerjasama dengan baik ya!,1
Completed,,hasil kerjanya bagus,1
Completed,,"good freelancer, rekomended untuk menghire lagi. thanks ya",1
Completed,,"terimakasih sudah bekerjasama dengan baik, semoga kita bisa bekerjasama lagi di lain kesempatan! keep the good work!",1
Completed,,Good Job ... Terimakasih,1
Completed,,"terimakasih, good worker",1
Completed,,Pekerjaan selesai,1
Completed,,good job ya,1
Completed,,terimakasih friskaa sudah bekerjasama dengan baik semoga kedepannya bisa bekerjasama lagi yaa,1
Completed,,"good worker, semoga bisa bekerja terus",1
Completed,,nice work. good,1
Completed,,Project dikerjakan dengan baik. Terima kasih. :),1
Completed,,nice work! keep it up,0
Completed,,good job ... terimakasih sudah bekerja sama dengan baik,1
Completed,,almost perfect .but almost is never enough,1
Completed,,Pekerjaan Selesai,1
Completed,,terimakasih Friska atas kerjasama yang sangat baik semoga bisa bekerjasama lagi di lain kesempatan,1
Completed,,"terimakasih, semoga bisa bekerja sama kembali",1
Completed,,"Terimakasih atas kerja samanya, terimakasih juga sudah sabar menanti kesibukan saya dan delay beberapa kali. Smoga sukses terus..",1
Completed,,"terimakasih, semoga bisa bekerja sama terus",1
Completed,,"terima kasih, semoga bisa bekerja sama kembali",1
Completed,,Pekerjaan Telah diselaikan dengan baik,1
Completed,,good job good,1
Completed,,Good job ... Terimakasih sudah bekerja sama dengan baik .. semoga bisa bekerja sama kembali,1
Completed,,,1
Completed,,"terimakasih, good job!",1
Completed,,Good job .. terimakasih sudah bekerja sama dengan baik. Semoga bisa bekerja sama kembali,1
Completed,,"terimakasih, good job!",1
Completed,,Seems promising,1
Completed,,good job yay yay,1
Completed,,Terimakasih friska keep the good work!,1
Completed,,Terimakasih friska atas kerjasamanya semoga bisa bekerjasama lagi keep the good work!,1
Completed,,Pekerjaan Selesai,1
Completed,,Good job .. Terimakasih sudah bekerja sama dengan baik.. Semoga bisa bekerja sama kembali,1
Completed,,Good job .. Terimakasih sudah bekerja sama dengan baik .. Semoga bisa bekerja sama kembali :),1
Completed,,Pekerjaan Selesai,1
Completed,,thanks a lot,1
Completed,,"Hasil tulisan yang dikerjakan sudah memenuhi standar kita, walaupun ada beberapa revisi ringan yang perlu dikembalikan. So far hasil tulisan setelah revisi sudah oke :)",1
Completed,,Selalu puas dengan hasil kerja friska dan sangat komunikatif keep the good work thanks a lot :),1
Completed,,,1
Completed,,friska bekerja dengan sangat baik dan bekerja sesuai deadline yang ditentukan,1
Completed,,"Good job, Terimakasih sudah bekerja sama dengan baik. Semoga kedepan nya makin baik dan bisa bekerja sama kembali. :)",1
Completed,,Sudah menyelesaikan project dengan baik.,1
Completed,,good job for the first time!,1
Completed,,Terimakasih sudah mengerjakan project ini dengan baik,1
Self Mediation,,,1
Completed,,Menemukan beberapa kendala saat jalannya project. Dengan profesionalisme dan mempertahankan komunikasi yang baik issue berhasil di solve walaupun melewati timeline.,1
Completed,,mengerjakan dengan cepat dan tanggap,1
Completed,,sangat memuaskan dan komunikatif,1
Completed,,Auto-rated by system.,0
Completed,,"Sangat professional, paham dengan task yang diberikan dengan sangat minim supervisi. Rekomended.",1
Self Mediation,,,1
Completed,,"Terimakasih, kerjaannya sangat bagus mas, hasilnya jg sesuai dg ekspektasi saya, senang bisa mendapatkan worker yg memang sangat berpengalaman di bidangnya. Semoga ke depan bisa kerjasama lagi",1
Completed,,"Hasil kerja bagus, worker fast response. Recommeded untuk pekerjaan berikutnya.",1
Completed,,,1
Self Mediation,,,1
Completed,,Auto-rated by system.,0
Completed,,"Terima kasih banyak kepada Owner Project, sangat baik dan friendly, memberikan arahan yang baik dan juga mensuport saya jika saya kurang paham dalam projectnya.",1
Completed,,"Mantappp sekali, membantu deploykan jg ke testflight",1
Self Mediation,,,1
Completed,,,1
Completed,,cukup baik,1
Completed,,Trima kasih pekerjaannya sangat bagus,1
Completed,,,1
Completed,,good job tepat waktu dan sesuai deliver nya,1
Arbitrated,,Tim Arbitrator sudah memberikan keputusan berdasarkan fakta-fakta yang tercatat di sistem kami. Adapun keputusan yang diambil adalah sebagai berikut:,0
Completed,,"Mantap sekali rasanya bekerja sama dengan mas Alan, hasilnya sangat memuaskan dan berkualitas. Mas Alan juga adalah seorang developer yang friendly dan siap bertanggung jawab kalau ada issue di appnya.",1
Completed,,Fastwork & good communication,1
Self Mediation,,,1
Completed,,Auto-rated by system.,0
Completed,,"Terima kasih banyak kepada Owner Project, sangat baik dan friendly, memberikan arahan yang baik dan juga mensuport saya jika saya kurang paham dalam projectnya.",1
Completed,,the best pokok'e Insya  Allah,1
Completed,,"mantap selalu, fast respon",1
Completed,,Terus Terang saya katakan. belum ada worker sebaik worker ini. kerja yang sangat cepat. melayani memberi rincian keterangan yang sebaiknya ketika proses pembuatan. kerja yang sangat memuaskan. next akan repeat lagi.,1
Arbitrated,,Tim Arbitrator sudah memberikan keputusan berdasarkan fakta-fakta yang tercatat di sistem kami. Adapun keputusan yang diambil adalah sebagai berikut:,0
Completed,,Terimakasih atas pekerjannya. Profesional dan komunikatif. Sayang workernya terbatas waktunya. harapnya bisa kerjasama lagi kdepanya ya.,0
Completed,,"Very good work, fast and profesional. Kedepannya pasti akan pakai lagi.",1
Completed,,"Mas Alan salah satu developer Android terbaik yang pernah kita ajak kerjasama. Sangat detail ketika membuat planning document, sangat responsive terhadap message dari tim, dan selalu terbuka ketika pengerjaan project. InsyaAllah akan terus kerjasama lanjutan di project selanjutnya dengan mas Alan. Sukses terus mas!",1
Completed,,sempurna dan luar biasa,1
Completed,,Terima kasih banyak mas Alan,1
Completed,,Terima kasih banyak pak. Aplikasinya jauh lebih bagus Workernya sangat profesional sekali. Dapet ilmu juga.,1
Self Mediation,,,1
Completed,,Auto-rated by system.,0
Completed,,"Terima kasih banyak kepada Owner Project, sangat baik dan friendly, memberikan arahan yang baik dan juga mensuport saya jika saya kurang paham dalam projectnya.",1
Completed,,"Terimakasih mas, aplikasinya lebih bagus dari ekspektasi awal saya hehe",1
Completed,,sangat cepat dan tepat waktu dalam melakukan perbaikan,1
Completed,,,1
Completed,,,1
Self Mediation,,,1
Self Mediation,,,1
Self Mediation,,,1
Completed,,Senang bekerja sama dengan Maulana.,1
Completed,,SIPP MAKASIH YA,1
Completed,,"Nice work and nice friend. Mas Alan ini bekerja secara professional dan solutif, recommended pokoknya !",1
Self Mediation,,,1
Completed,,Auto-rated by system.,0
Completed,,"Terima kasih banyak kepada Owner Project, sangat baik dan friendly, memberikan arahan yang baik dan juga mensuport saya jika saya kurang paham dalam projectnya.",1
Completed,,oke good makasih,1
Completed,,,1
Self Mediation,,,1
Completed,,"Terimkasih sudah mengerjakan launcher dengan baik, orang nya baik, profesional, ramah dan respon cepat :)",1
Completed,,Auto-rated by system.,0
Completed,,Seller cukup bekeerja dengan baik meski ada beberapa kesalahan minor dalam project. Overall seller bisa diajak kerjasama.,1
Completed,,Worker Profesional dan berpengalaman. Mantab gan.,1
Completed,,,1
Completed,,very good worker,1
Completed,,"Saudara Maulana (abu-alfatih) membantu pekerjaan dibidang Aplikasi IOS yang merupakan hal baru bagi saya, dikerjakan sebaik-baiknya dari awal sampai selesai, terima kasih",1
Self Mediation,,,1
Completed,,Auto-rated by system.,0
Completed,,"Terima kasih banyak kepada Owner Project, sangat baik dan friendly, memberikan arahan yang baik dan juga mensuport saya jika saya kurang paham dalam projectnya.",1
Completed,,,1
Completed,,"Good job, cepat selesai, recommended (y)",1
Self Mediation,,,1
Completed,,Mas nya sabar banget buat konsultasi,1
Completed,,"Pekerjaan bagus, pelayanan ramah, recommended (y)",1
Completed,,"Mantap, Thanks Ya Mas",1
Completed,,"Ramah, di bantu Maksimal",0
Completed,,Mantab gan.. minta support nya jika ada trouble ya.,1
Completed,,,1
Completed,,tingkatkan terus pelayanannya,1
Self Mediation,,,1
Completed,,Auto-rated by system.,0
Completed,,"Terima kasih banyak kepada Owner Project, sangat baik dan friendly, memberikan arahan yang baik dan juga mensuport saya jika saya kurang paham dalam projectnya.",1
Completed,,Worker bekerja dengan komunikatif dan dedikasi tinggi.,1
Completed,,Luar Biasa.,1
Completed,,Good Job bro,1
Completed,,Hasil kerja cepat dan sesuai dengan harapan. Jika anda memiliki projek aplikasi Android / iOS saya sarankan untuk hire mas Alann ini :),0
Completed,,Terima kasih banyak pak appsnya mantabb sip.,1
Self Mediation,,,1
Completed,,Terima kasih banyak atas bantuannya mas Alann. Nanti akan saya kontak lagi untuk projek selanjutnya. :),1
Completed,,Thanks bantuan nya mas,0
Completed,,Mas Alan menguasai bidangnya dan berkomunikasi dengan sangat baik. Akan memakai jasanya di masa depan.,1
Completed,,5 Bintang buat agan ^_^,2
